No,Intencao,Pergunta,Resposta
1033,,"Estou precisando fazer 2 remessas separadas, da pra estar fazendo ainda hoje? Posso estar passando o valor total , e aqui eu especifico qual o valor de cada remessa? E que na vdd preciso saber dos valores que vai chegar no Brasil separados Seria uma remessa de 57 mil ien e outra de 10 mil ien ","Ao depositar ¥57,000, chegará BRL 2,054 com a taxa de remessa inclusa. Ao depositar ¥10,000, chegará BRL 337 com a taxa de remessa inclusa. Ao depositar junto, ¥67,000 chegará BRL 2,424 com a taxa de remessa inclusa.  Se for enviado para o mesmo beneficiário, não compensa separar a remessa. Oriento a enviar tudo junto."
1034,,Quero enviar valores para uma minha conta bancária no Brasil. Como posso proceder? Me adiciono nos beneficiários?,"Sim, a senhora cadastrará a si mesma como beneficiária o motivo de remessa deve ser registrado como Transferência de patrimônio."
1035,,"Bom dia ! meu dinheiro está só como enviado ,porque não caiu na conta ?","A sua remessa ainda continua processando, estamos verificando com o nosso correspondente do Brasil, porque nao foi feito pagamento ainda. Às vezes, quando demora tanto, ou os dados bancários estão incorretos ou há algo errado com a conta do beneficiário.   Por favor, poderia corrigir os dados bancários no seu aplicativo? Se você não corrigir sua conta bancária, suas remessas permanecerão sempre pendentes."
1036,,Boa tarde eu já arrumei o numero da conta ! por favor depositar o dinheiro!,"A correção já foi enviada ao nosso correspondente no Brasil e estamos aguardando o pagamento. Por favor, aguarde."
1037,,"Boa tarde, por gentileza gostaria de saber se o depósito ja entrou","Boa tarde, Infelizmente ainda não entrou o depósito. Se possível entre em contato com o correio para se informar sobre o que pode ter ocorrido."
1038,,"Eu tenho o cartão da brastel e como moro perto se não tiver taxa para depositar o dinheiro direto na brastel, é melhor","Ola [[nome cliente]], Em seu cadastro tem um saldo de 308,600 Depósito no ATM com o cartão enviado pela Brastel: até 49,999 taxa de 125 ienes de 50,000 a 100,000 taxa de 345 ienes Taxa de envio para o Brasil: Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680 "
1039,,"Olá bom dia Estou no banco tentando fazer a transferência Por algum motivo o eu não consigo fazer a solicitação usando a forma indicada por vocês  Pegaram meu cartão, fizeram Kakunin e disseram que eu preciso usar a segunda opção Nesse caso provavelmente não terei como colocar o código Também pra fazer no caixa direto, eu estava preenchendo o formulário grande e me disseram que precisa ser esse menor Gostaria que vocês me instruissem como proceder  Gomen, eu estava fazendo na opção errada Tinha que selecionar transferência bancária Agora deu certo ",Que bom O saldo ja esta disponivel no seu app. Qualquer dúvida estamos à disposição. Obrigado.
1040,,"Boa tarde! [[nome cliente]] [[numero da conta Brastel]]   Sou titular dessa conta e houve um probleminha na forma de transferir !  Eu passei o cartão de depósito da BRASTEL ao meu filho para que ele enviasse ¥50.000 para a mãe dele, mas ele simplesmente fez uma transferência direta para a conta da BRASTEL sem utilizar o cartão!","A transferência foi feita pela conta do seu filho, [[nome depositante]] Ele tem cadastro de remessa com a Brastel?"
1041,Consultas e informações gerais,Usei a senha temporária mas não consegui acessar Devo acessar pelo e-mail?,Iremos enviar outra senha temporaria. .. A senha foi enviada. 
1042,Consultas e informações gerais,Como posso me inscrever no serviço de remessa?,"Boa tarde [[nome cliente]], Para se inscrever no serviço de remessa, por favor, baixe o aplicativo Brastel Remit e registre todos os dados solicitados. Assim vamos validar sua inscrição e você já poderá registrar os seus beneficiários. Com o app Brastel Remit você terá independência para fazer a remessa por conta própria e a qualquer horário https://brastelremit.jp/por/24h  Para fazer o depósito, você pode solicitar um cartão de depósito ou poderá fazer a transferência direto da sua conta do correio. O passo a passo para ambos os depósitos estarão disponíveis no seu aplicativo.  Taxa de envio: Remessas até ¥30.000 taxa ¥880 De ¥30.001~¥300.000 taxa ¥1.480 De ¥300.001~¥800.000 taxa ¥1.680  Qualquer dúvida estamos à disposição. Obrigado.  Brastel Remit - Atendimento Ligação gratuita: 0120-994-852 De celulares: 03-6869-4872 Seg.-Sex.: 9:30 às 18:30 / Sáb.: 10:00 às 18:00 Domingos e feriados nacionais, não há expediente."
1043,,"Sempre acontece isso! como podemos resolver meu cartao nw funciona ,sempre da erro quando vou depositar direto mas por emquanto preciso resolver sobre o deposito para fazer a remessa….","Que você não digitou seu código de depósito para o saldo ir diretamente para o seu aplicativo Brastel. Obrigado pelo envio do comprovante, vamos colocar o saldo no seu aplicativo.  Para o próximo depósito, você pode seguir as instruções de depósito do app da Brastel.  1. Clicar nas 3 linhas no canto esquerdo do App da Brastel 2. Instruções de depósito 3. Transferência bancária (conta no correio). 4. Selecionar o ATM 5. Seguir o passo a passo, exatamente como está no App.  **digite corretamente seu código de deposito (são os 8 números que estão no passo n° 14 e 15)."
1044,,Boa tarde meu cadastro foi atualizado por 2 meses já saiu meu visto e só mandar a foto do meu zairyu cartao,"Boa tarde, Sim, precisamos das fotos frente e verso do novo Zairyu card para atualizar o seu cadastro.  O senhor pode atualizar pelo aplicativo: Menu > Minha conta > Perfil > Atualizar documento. O app vai pedir para tirar as fotos frente e verso do Zairyu card."
1045,,Zairo para reativar minha conta (foto anexada),"Bom dia [[nome cliente]], As fotos foram enviadas para o departamento responsavel."
1046,,Estou enviando o formulario de casamento (foto anexada),"Obrigado, enviamos ao departamento responsavel."
1047,,favor atualizar e-mail,Atualizado
1048,,"Boa tarde,gostaria de uma informação,me mudei como faço pra atualizar meu endereço no cadastro","Basta ir em:  Menu > Minha conta > Perfil > e clicar em "" atualizar "" embaixo do seu endereço  Lembrando que o endereço tem que estar atualizado no zairyu card"
1049,,Bom dia! Gostaria de atualizar meu cadastro: Segue a foto do meu documento Obrigado desde já,"Bom dia, Obrigado pelo envio, vamos atualizar."
1050,,"Bom dia, a algum tempo não uso o app da Brastel e somente hoje fiz a atualização dos dados. Quanto tempo demora para minha conta ser reativada?","Bom dia, Seu cadastro foi atualizado. Qualquer dúvida estamos à disposição. Obrigadsa."
1051,,"Oiii.. apareceu uma mensagem que é p/ eu atualizar meu cadastro se não vai inspirar e eu não vou poder enviar grana para Basil, mas para atualizar tem que tirar foto do cartao de registro de estrangeiros card e não está comigo , pois está com o despachante devido a renovação do meu visto, só final do mês acredito eu , o que eu faço? por favor me ajude","O seu está estendido até o dia 2024/08/27 Assim que receber seu Zairyu atualizado, envie as fotos para que sua conta fique ativa. "
1052,,"Boa tarde estou com um problemão.. estou com o visto em aplicação para ser renovado, vi que a Brastel bloqueou pra transferir, como faço pra atualizar se não tenho ainda os meus documentos ? Tenho o documento de aplicação que me deram na imigração, é possível resolver meu problema","Boa tarde [[nome cliente]], Para ativar seu cadastro e prorrogá-lo por mais dois meses, precisaremos da foto do protocolo da imigração e fotos de frente e verso do Zairyu card com carimbo da imigração."
1053,,Minha conta esta inativa,"Boa tarde Antonio, Como posso ajudar? A sua conta está inativa,porque o zairyu card registrado expirou. Por favor, poderia enviar as fotos de frente e verso do Zairyu card atualizado? Ou  No aplicativo clique em ->Minha conta ->Perfil ->Atualizar documento E envie as imagens frente e verso do seu zairyu card pelo aplicativo."
1054,,"Olá boa tarde, quero saber por que minha conta está inativa sendo que eu já mandei atualização do cadastro",Boa noite A atualização cadastral leva algumas horas para ser concluída Estamos validando a sua conta Pedimos por gentileza aguardar
1055,,Boa noite Estou tentando fazer uma remessa para o Brasil e não estou conseguindo,Boa tarde! O seu cadastro está desativado por conta do prazo do Zairyu Card ter expirado.
1056,,Gostaria de ativar novamente a minha conta,Boa tarde O seu cadastro já encontra-se ativo
1057,,"Boa tarde,ontem enviei foto do meu cartao de registro de estrangeiros card novo para atualizar o cadastro,pq fala que minha conta está inativa,queria ver como faz pra ativar a conta de novo,ou pra atualizar",Boa tarde Recebemos apenas o zairyu card vencido em Julho. Poderia nos enviar a foto? Pode ser por esse chat mesmo
1058,,Não estou conseguindo atualizar o endereço novo,"Para atualizar, deve entrar no app: menu -> minha conta -> perfil -> atualizar Aparece alguma mensagem de erro? O endereço novo deve constar no seu documento Por gentileza, poderia nos enviar o seu documento frente e verso?"
1059,,Pediram a atualização da meu cartao de registro de estrangeiros Enviei mas ainda não estou conseguindo enviar dinheiro,"Bom dia, Seu cadastro foi atualizado. Qualquer dúvida estamos à disposição. Obrigado."
1060,,gostaria de ativar minha conta pois atualizei meu documento,"Confirmamos o recebimento do documento. Devido ao horário, por gentileza, pedimos para aguardar a atualização que será concluída amanhã."
1061,,Oi boa tarde já estou com o novo cartao de registro de estrangeiros,o aplicativo clique em ->Minha conta ->Perfil ->Atualizar documento E envie as imagens frente e verso do seu zairyu card pelo aplicativo.
1062,,Boa tarde enviei as fotos do zayor pra renovar o cadastro queria saber si consigo envia dinheiro ainda hoje por favor ?,"Boa tarde Confirmamos o recebimento do documento Por favor, aguarde até 20 min para o seu cadastro ser ativado"
1063,Consultas e informações gerais,Conta nao encontrada,Não conseguiu fazer login? Coloque como usuário o seguinte: brastelremit[[codigo]] e a senha que foi definido
1064,Consultas e informações gerais,Mina conta ainda não está ativa Aparece em análise,"Iremos analisar o seu cadastro, um momento por gentileza A sua conta foi ativada Qualquer dúvida estamos à disposição. Obrigado."
1065,Consultas e informações gerais,Tô tentando ajudar o Francisco aqui mas não tá entrando o cadastro dele quando pede a foto não tira foto mas não vai no cadastro dele da brastel Vê se você pode entrar na conta brastel dele e ajudar ele lá para ficar a conta feita,"Boa tarde! Não estou conseguindo localizar o cadastro dele, ele já tem conta na Brastel? Qualquer dúvida, poderia pedir para ele entrar em contato conosco?  Brastel Remit - Atendimento Ligação gratuita: 0120-994-852 De celulares: 03-6869-4872 Whatsapp: 080-3124-2845 Seg.-Sex.: 9:30 às 18:30 / Sáb.: 10:00 às 18:00 Domingos e feriados nacionais, não há expediente."
1066,,Renovei o meu visto (foto do ID anexado),Vamos atualizar o seu cadastro.  Obrigado por enviar as fotos. Qualquer dúvida estamos à disposição.
1067,Consultas e informações gerais,Olá Tudo bem Então eu tinha esquecido minha senha da minha antiga outra conta Eu queria recuperar minha antiga conta Mais eu não lembro a senha,A sua conta antiga está encerrada. Iremos efetivar a sua noca inscrição Um momento nova inscrição*
1068,,Como faço para ativar minha conta que esta inativa?,"Olá, Caio!  O seu cadastro foi atualizado após o envio das fotos do seu documento.  Qualquer dúvida estamos à disposição. Obrigado."
1069,,"Jose Manoel da Silva #[[Codigo cliente]] address update, favor ativar","Olá, [[nome cliente]]!  Por favor, poderia enviar a foto de frente do zairyu card? O endereço foi atualizado com sucesso! Obrugado!"
1070,,Olá bom dia Gostaria de saber se ainda tenho cadastro com vcs Vou fazer uma remessa Tem alguma diferença d valor?,"Olá boa tarde, Sim a senhora ainda possui cadastro na Brastel Porém seu cadastro requer atualização Envie-nos foto frente e verso do zairyu card, sem reflexos de luz, sombra, desfoque ou cortes para atualizarmos sua conta, obrigado."
